epoch,lr-AdamW,step,train_loss_epoch,train_loss_step,val_loss
,1.0519956018528667e-05,7198,,,
50,,7198,,0.35765311121940613,
,1.0519956018528667e-05,7199,,,
50,,7199,,0.9844245910644531,
,1.0519956018528667e-05,7200,,,
50,,7200,,3.09738826751709,
,1.0519956018528667e-05,7201,,,
50,,7201,,0.9133580327033997,
,1.0519956018528667e-05,7202,,,
50,,7202,,1.4572422504425049,
,1.0519956018528667e-05,7203,,,
50,,7203,,1.9530558586120605,
,1.0519956018528667e-05,7204,,,
50,,7204,,1.5734598636627197,
,1.0519956018528667e-05,7205,,,
50,,7205,,0.8276888728141785,
,1.0519956018528667e-05,7206,,,
50,,7206,,2.122786521911621,
,1.0519956018528667e-05,7207,,,
50,,7207,,1.1903774738311768,
,1.0519956018528667e-05,7208,,,
50,,7208,,3.4649946689605713,
,1.0519956018528667e-05,7209,,,
50,,7209,,0.8160008788108826,
,1.0519956018528667e-05,7210,,,
50,,7210,,2.4135284423828125,
,1.0519956018528667e-05,7211,,,
50,,7211,,2.031216859817505,
,1.0519956018528667e-05,7212,,,
50,,7212,,2.68572735786438,
,1.0519956018528667e-05,7213,,,
50,,7213,,1.9171969890594482,
,1.0519956018528667e-05,7214,,,
50,,7214,,1.4318952560424805,
,1.0519956018528667e-05,7215,,,
50,,7215,,2.093397855758667,
,1.0519956018528667e-05,7216,,,
50,,7216,,2.956327199935913,
,1.0519956018528667e-05,7217,,,
50,,7217,,0.6374608874320984,
,1.0519956018528667e-05,7218,,,
50,,7218,,2.1204402446746826,
,1.0519956018528667e-05,7219,,,
50,,7219,,2.050278425216675,
,1.0519956018528667e-05,7220,,,
50,,7220,,2.7328121662139893,
,1.0519956018528667e-05,7221,,,
50,,7221,,0.10927563160657883,
,1.0519956018528667e-05,7222,,,
50,,7222,,0.39209550619125366,
,1.0519956018528667e-05,7223,,,
50,,7223,,1.5616321563720703,
,1.0519956018528667e-05,7224,,,
50,,7224,,2.8921754360198975,
,1.0519956018528667e-05,7225,,,
50,,7225,,1.47794771194458,
,1.0519956018528667e-05,7226,,,
50,,7226,,1.8324308395385742,
,1.0519956018528667e-05,7227,,,
50,,7227,,0.9855893850326538,
,1.0519956018528667e-05,7228,,,
50,,7228,,0.7896896600723267,
,1.0519956018528667e-05,7229,,,
50,,7229,,2.6968157291412354,
,1.0519956018528667e-05,7230,,,
50,,7230,,2.5734448432922363,
,1.0519956018528667e-05,7231,,,
50,,7231,,2.261043071746826,
,1.0519956018528667e-05,7232,,,
50,,7232,,2.8064239025115967,
,1.0519956018528667e-05,7233,,,
50,,7233,,0.9890912771224976,
,1.0519956018528667e-05,7234,,,
50,,7234,,1.7432533502578735,
,1.0519956018528667e-05,7235,,,
50,,7235,,1.6901501417160034,
,1.0519956018528667e-05,7236,,,
50,,7236,,0.7640474438667297,
,1.0519956018528667e-05,7237,,,
50,,7237,,2.8952443599700928,
,1.0519956018528667e-05,7238,,,
50,,7238,,1.2392479181289673,
,1.0519956018528667e-05,7239,,,
50,,7239,,5.446631908416748,
,1.0519956018528667e-05,7240,,,
50,,7240,,1.5236302614212036,
,1.0519956018528667e-05,7241,,,
50,,7241,,1.2248930931091309,
,1.0519956018528667e-05,7242,,,
50,,7242,,0.5386344790458679,
,1.0519956018528667e-05,7243,,,
50,,7243,,2.007044553756714,
,1.0519956018528667e-05,7244,,,
50,,7244,,1.0855499505996704,
,1.0519956018528667e-05,7245,,,
50,,7245,,1.6920411586761475,
,1.0519956018528667e-05,7246,,,
50,,7246,,1.4579510688781738,
,1.0519956018528667e-05,7247,,,
50,,7247,,3.5911037921905518,
,1.0519956018528667e-05,7248,,,
50,,7248,,0.6909797191619873,
,1.0519956018528667e-05,7249,,,
50,,7249,,3.0517802238464355,
,1.0519956018528667e-05,7250,,,
50,,7250,,1.9024567604064941,
,1.0519956018528667e-05,7251,,,
50,,7251,,2.1902236938476562,
,1.0519956018528667e-05,7252,,,
50,,7252,,2.1713502407073975,
,1.0519956018528667e-05,7253,,,
50,,7253,,0.9114218354225159,
,1.0519956018528667e-05,7254,,,
50,,7254,,1.9459682703018188,
,1.0519956018528667e-05,7255,,,
50,,7255,,1.6488690376281738,
,1.0519956018528667e-05,7256,,,
50,,7256,,1.5748344659805298,
,1.0519956018528667e-05,7257,,,
50,,7257,,1.010992169380188,
,1.0519956018528667e-05,7258,,,
50,,7258,,1.1602448225021362,
,1.0519956018528667e-05,7259,,,
50,,7259,,2.913921356201172,
,1.0519956018528667e-05,7260,,,
50,,7260,,1.4442979097366333,
,1.0519956018528667e-05,7261,,,
50,,7261,,2.8010692596435547,
,1.0519956018528667e-05,7262,,,
50,,7262,,2.364306926727295,
,1.0519956018528667e-05,7263,,,
50,,7263,,2.2762293815612793,
,1.0519956018528667e-05,7264,,,
50,,7264,,2.3152501583099365,
,1.0519956018528667e-05,7265,,,
50,,7265,,2.8453097343444824,
,1.0519956018528667e-05,7266,,,
50,,7266,,3.195280075073242,
,1.0519956018528667e-05,7267,,,
50,,7267,,0.8418043851852417,
,1.0519956018528667e-05,7268,,,
50,,7268,,1.8683451414108276,
,1.0519956018528667e-05,7269,,,
50,,7269,,0.8694803714752197,
,1.0519956018528667e-05,7270,,,
50,,7270,,2.0850300788879395,
,1.0519956018528667e-05,7271,,,
50,,7271,,2.003970146179199,
,1.0519956018528667e-05,7272,,,
50,,7272,,0.7132191061973572,
,1.0519956018528667e-05,7273,,,
50,,7273,,1.8849773406982422,
,1.0519956018528667e-05,7274,,,
50,,7274,,0.9293954968452454,
,1.0519956018528667e-05,7275,,,
50,,7275,,1.4883265495300293,
,1.0519956018528667e-05,7276,,,
50,,7276,,1.5755528211593628,
,1.0519956018528667e-05,7277,,,
50,,7277,,1.1103218793869019,
,1.0519956018528667e-05,7278,,,
50,,7278,,1.845412254333496,
,1.0519956018528667e-05,7279,,,
50,,7279,,2.8043532371520996,
,1.0519956018528667e-05,7280,,,
50,,7280,,2.2247982025146484,
,1.0519956018528667e-05,7281,,,
50,,7281,,2.590907096862793,
,1.0519956018528667e-05,7282,,,
50,,7282,,1.6178278923034668,
,1.0519956018528667e-05,7283,,,
50,,7283,,2.223966598510742,
,1.0519956018528667e-05,7284,,,
50,,7284,,0.27513909339904785,
,1.0519956018528667e-05,7285,,,
50,,7285,,1.0036145448684692,
,1.0519956018528667e-05,7286,,,
50,,7286,,2.367126703262329,
,1.0519956018528667e-05,7287,,,
50,,7287,,2.032925844192505,
,1.0519956018528667e-05,7288,,,
50,,7288,,0.3783457577228546,
,1.0519956018528667e-05,7289,,,
50,,7289,,1.8741462230682373,
,1.0519956018528667e-05,7290,,,
50,,7290,,2.124927520751953,
,1.0519956018528667e-05,7291,,,
50,,7291,,2.4678969383239746,
,1.0519956018528667e-05,7292,,,
50,,7292,,2.439055919647217,
50,,7292,,,2.3915462493896484
50,,7292,1.8938181400299072,,
,1.0360953993020842e-05,7293,,,
51,,7293,,2.895819664001465,
,1.0360953993020842e-05,7294,,,
51,,7294,,2.1353039741516113,
,1.0360953993020842e-05,7295,,,
51,,7295,,1.7397918701171875,
,1.0360953993020842e-05,7296,,,
51,,7296,,0.4878665506839752,
,1.0360953993020842e-05,7297,,,
51,,7297,,4.4976420402526855,
,1.0360953993020842e-05,7298,,,
51,,7298,,3.689915657043457,
,1.0360953993020842e-05,7299,,,
51,,7299,,1.170097827911377,
,1.0360953993020842e-05,7300,,,
51,,7300,,3.316781997680664,
,1.0360953993020842e-05,7301,,,
51,,7301,,5.444305419921875,
,1.0360953993020842e-05,7302,,,
51,,7302,,2.1849656105041504,
,1.0360953993020842e-05,7303,,,
51,,7303,,1.4666825532913208,
,1.0360953993020842e-05,7304,,,
51,,7304,,1.88900625705719,
,1.0360953993020842e-05,7305,,,
51,,7305,,2.5528945922851562,
,1.0360953993020842e-05,7306,,,
51,,7306,,1.5636639595031738,
,1.0360953993020842e-05,7307,,,
51,,7307,,2.306358575820923,
,1.0360953993020842e-05,7308,,,
51,,7308,,1.7863335609436035,
,1.0360953993020842e-05,7309,,,
51,,7309,,1.048899531364441,
,1.0360953993020842e-05,7310,,,
51,,7310,,0.7148184776306152,
,1.0360953993020842e-05,7311,,,
51,,7311,,5.3106770515441895,
,1.0360953993020842e-05,7312,,,
51,,7312,,1.444907546043396,
,1.0360953993020842e-05,7313,,,
51,,7313,,1.898715615272522,
,1.0360953993020842e-05,7314,,,
51,,7314,,2.482459545135498,
,1.0360953993020842e-05,7315,,,
51,,7315,,2.2953078746795654,
,1.0360953993020842e-05,7316,,,
51,,7316,,2.599033832550049,
,1.0360953993020842e-05,7317,,,
51,,7317,,0.47927868366241455,
,1.0360953993020842e-05,7318,,,
51,,7318,,1.0443931818008423,
,1.0360953993020842e-05,7319,,,
51,,7319,,1.0450516939163208,
,1.0360953993020842e-05,7320,,,
51,,7320,,2.25799822807312,
,1.0360953993020842e-05,7321,,,
51,,7321,,0.9508589506149292,
,1.0360953993020842e-05,7322,,,
51,,7322,,3.511715888977051,
,1.0360953993020842e-05,7323,,,
51,,7323,,1.7279183864593506,
,1.0360953993020842e-05,7324,,,
51,,7324,,3.0343170166015625,
,1.0360953993020842e-05,7325,,,
51,,7325,,2.197327136993408,
,1.0360953993020842e-05,7326,,,
51,,7326,,1.6405543088912964,
,1.0360953993020842e-05,7327,,,
51,,7327,,2.433326244354248,
,1.0360953993020842e-05,7328,,,
51,,7328,,2.215559482574463,
,1.0360953993020842e-05,7329,,,
51,,7329,,2.0948119163513184,
,1.0360953993020842e-05,7330,,,
51,,7330,,2.1566038131713867,
,1.0360953993020842e-05,7331,,,
51,,7331,,1.9517854452133179,
,1.0360953993020842e-05,7332,,,
51,,7332,,2.4708120822906494,
,1.0360953993020842e-05,7333,,,
51,,7333,,2.645251512527466,
,1.0360953993020842e-05,7334,,,
51,,7334,,1.8617324829101562,
,1.0360953993020842e-05,7335,,,
51,,7335,,3.193800449371338,
,1.0360953993020842e-05,7336,,,
51,,7336,,0.7898621559143066,
,1.0360953993020842e-05,7337,,,
51,,7337,,3.0508179664611816,
,1.0360953993020842e-05,7338,,,
51,,7338,,2.9262404441833496,
,1.0360953993020842e-05,7339,,,
51,,7339,,2.0081655979156494,
,1.0360953993020842e-05,7340,,,
51,,7340,,1.7633345127105713,
,1.0360953993020842e-05,7341,,,
51,,7341,,1.179585576057434,
,1.0360953993020842e-05,7342,,,
51,,7342,,1.5775662660598755,
,1.0360953993020842e-05,7343,,,
51,,7343,,2.3493356704711914,
,1.0360953993020842e-05,7344,,,
51,,7344,,1.764642357826233,
,1.0360953993020842e-05,7345,,,
51,,7345,,1.9583430290222168,
,1.0360953993020842e-05,7346,,,
51,,7346,,0.7112522125244141,
,1.0360953993020842e-05,7347,,,
51,,7347,,1.0921366214752197,
,1.0360953993020842e-05,7348,,,
51,,7348,,0.22383633255958557,
,1.0360953993020842e-05,7349,,,
51,,7349,,3.415925979614258,
,1.0360953993020842e-05,7350,,,
51,,7350,,0.7175585031509399,
,1.0360953993020842e-05,7351,,,
51,,7351,,0.40172967314720154,
,1.0360953993020842e-05,7352,,,
51,,7352,,3.7086904048919678,
,1.0360953993020842e-05,7353,,,
51,,7353,,4.391494274139404,
,1.0360953993020842e-05,7354,,,
51,,7354,,2.231074333190918,
,1.0360953993020842e-05,7355,,,
51,,7355,,0.9950050711631775,
,1.0360953993020842e-05,7356,,,
51,,7356,,2.165032148361206,
,1.0360953993020842e-05,7357,,,
51,,7357,,1.8013584613800049,
,1.0360953993020842e-05,7358,,,
51,,7358,,2.159302234649658,
,1.0360953993020842e-05,7359,,,
51,,7359,,2.602402687072754,
,1.0360953993020842e-05,7360,,,
51,,7360,,2.511788845062256,
,1.0360953993020842e-05,7361,,,
51,,7361,,2.536269426345825,
,1.0360953993020842e-05,7362,,,
51,,7362,,1.900841474533081,
,1.0360953993020842e-05,7363,,,
51,,7363,,0.9334157705307007,
,1.0360953993020842e-05,7364,,,
51,,7364,,0.6743964552879333,
,1.0360953993020842e-05,7365,,,
51,,7365,,2.158517837524414,
,1.0360953993020842e-05,7366,,,
51,,7366,,1.4686309099197388,
,1.0360953993020842e-05,7367,,,
51,,7367,,3.0803983211517334,
,1.0360953993020842e-05,7368,,,
51,,7368,,0.16007834672927856,
,1.0360953993020842e-05,7369,,,
51,,7369,,1.998696208000183,
,1.0360953993020842e-05,7370,,,
51,,7370,,0.9592096209526062,
,1.0360953993020842e-05,7371,,,
51,,7371,,1.802812099456787,
,1.0360953993020842e-05,7372,,,
51,,7372,,1.9298286437988281,
,1.0360953993020842e-05,7373,,,
51,,7373,,1.1526535749435425,
,1.0360953993020842e-05,7374,,,
51,,7374,,2.5559866428375244,
,1.0360953993020842e-05,7375,,,
51,,7375,,1.5395429134368896,
,1.0360953993020842e-05,7376,,,
51,,7376,,2.1980340480804443,
,1.0360953993020842e-05,7377,,,
51,,7377,,1.8144179582595825,
,1.0360953993020842e-05,7378,,,
51,,7378,,1.2906047105789185,
,1.0360953993020842e-05,7379,,,
51,,7379,,0.35899874567985535,
,1.0360953993020842e-05,7380,,,
51,,7380,,0.7640243768692017,
,1.0360953993020842e-05,7381,,,
51,,7381,,2.3360583782196045,
,1.0360953993020842e-05,7382,,,
51,,7382,,3.46523380279541,
,1.0360953993020842e-05,7383,,,
51,,7383,,3.959801435470581,
,1.0360953993020842e-05,7384,,,
51,,7384,,1.5353912115097046,
,1.0360953993020842e-05,7385,,,
51,,7385,,4.080392360687256,
,1.0360953993020842e-05,7386,,,
51,,7386,,2.2678306102752686,
,1.0360953993020842e-05,7387,,,
51,,7387,,2.440915822982788,
,1.0360953993020842e-05,7388,,,
51,,7388,,1.3969271183013916,
,1.0360953993020842e-05,7389,,,
51,,7389,,1.91835618019104,
,1.0360953993020842e-05,7390,,,
51,,7390,,2.1915664672851562,
,1.0360953993020842e-05,7391,,,
51,,7391,,1.7411259412765503,
,1.0360953993020842e-05,7392,,,
51,,7392,,2.037773847579956,
,1.0360953993020842e-05,7393,,,
51,,7393,,0.7598740458488464,
,1.0360953993020842e-05,7394,,,
51,,7394,,1.373750925064087,
,1.0360953993020842e-05,7395,,,
51,,7395,,2.420783758163452,
,1.0360953993020842e-05,7396,,,
51,,7396,,1.886083960533142,
,1.0360953993020842e-05,7397,,,
51,,7397,,0.9254672527313232,
,1.0360953993020842e-05,7398,,,
51,,7398,,1.9463753700256348,
,1.0360953993020842e-05,7399,,,
51,,7399,,1.2074841260910034,
,1.0360953993020842e-05,7400,,,
51,,7400,,1.3637630939483643,
,1.0360953993020842e-05,7401,,,
51,,7401,,1.8011231422424316,
,1.0360953993020842e-05,7402,,,
51,,7402,,2.5687050819396973,
,1.0360953993020842e-05,7403,,,
51,,7403,,3.2780659198760986,
,1.0360953993020842e-05,7404,,,
51,,7404,,2.769930601119995,
,1.0360953993020842e-05,7405,,,
51,,7405,,1.320090889930725,
,1.0360953993020842e-05,7406,,,
51,,7406,,0.90605628490448,
,1.0360953993020842e-05,7407,,,
51,,7407,,3.5634841918945312,
,1.0360953993020842e-05,7408,,,
51,,7408,,0.32314637303352356,
,1.0360953993020842e-05,7409,,,
51,,7409,,3.292975664138794,
,1.0360953993020842e-05,7410,,,
51,,7410,,1.0181775093078613,
,1.0360953993020842e-05,7411,,,
51,,7411,,1.7032012939453125,
,1.0360953993020842e-05,7412,,,
51,,7412,,2.743173360824585,
,1.0360953993020842e-05,7413,,,
51,,7413,,2.5933008193969727,
,1.0360953993020842e-05,7414,,,
51,,7414,,2.6938741207122803,
,1.0360953993020842e-05,7415,,,
51,,7415,,2.612335205078125,
,1.0360953993020842e-05,7416,,,
51,,7416,,2.339888572692871,
,1.0360953993020842e-05,7417,,,
51,,7417,,1.9008086919784546,
,1.0360953993020842e-05,7418,,,
51,,7418,,0.9466090202331543,
,1.0360953993020842e-05,7419,,,
51,,7419,,0.5027256011962891,
,1.0360953993020842e-05,7420,,,
51,,7420,,1.4658048152923584,
,1.0360953993020842e-05,7421,,,
51,,7421,,2.0837180614471436,
,1.0360953993020842e-05,7422,,,
51,,7422,,2.545520544052124,
,1.0360953993020842e-05,7423,,,
51,,7423,,0.43730804324150085,
,1.0360953993020842e-05,7424,,,
51,,7424,,2.3721251487731934,
,1.0360953993020842e-05,7425,,,
51,,7425,,1.0497382879257202,
,1.0360953993020842e-05,7426,,,
51,,7426,,2.219320058822632,
,1.0360953993020842e-05,7427,,,
51,,7427,,1.347076177597046,
,1.0360953993020842e-05,7428,,,
51,,7428,,2.3872013092041016,
,1.0360953993020842e-05,7429,,,
51,,7429,,2.644200325012207,
,1.0360953993020842e-05,7430,,,
51,,7430,,2.0496697425842285,
,1.0360953993020842e-05,7431,,,
51,,7431,,1.2930080890655518,
,1.0360953993020842e-05,7432,,,
51,,7432,,1.5953903198242188,
,1.0360953993020842e-05,7433,,,
51,,7433,,0.44065144658088684,
,1.0360953993020842e-05,7434,,,
51,,7434,,1.2824902534484863,
,1.0360953993020842e-05,7435,,,
51,,7435,,7.823261260986328,
51,,7435,,,2.7482454776763916
51,,7435,1.999064564704895,,
,1.0200423204878048e-05,7436,,,
52,,7436,,4.242487907409668,
,1.0200423204878048e-05,7437,,,
52,,7437,,3.441281318664551,
,1.0200423204878048e-05,7438,,,
52,,7438,,3.8258590698242188,
,1.0200423204878048e-05,7439,,,
52,,7439,,2.2298762798309326,
,1.0200423204878048e-05,7440,,,
52,,7440,,1.2529934644699097,
,1.0200423204878048e-05,7441,,,
52,,7441,,0.4310838580131531,
,1.0200423204878048e-05,7442,,,
52,,7442,,1.2295260429382324,
,1.0200423204878048e-05,7443,,,
52,,7443,,1.7823033332824707,
,1.0200423204878048e-05,7444,,,
52,,7444,,1.3072690963745117,
,1.0200423204878048e-05,7445,,,
52,,7445,,1.2525464296340942,
,1.0200423204878048e-05,7446,,,
52,,7446,,0.601273775100708,
,1.0200423204878048e-05,7447,,,
52,,7447,,1.0719408988952637,
,1.0200423204878048e-05,7448,,,
52,,7448,,2.6139583587646484,
,1.0200423204878048e-05,7449,,,
52,,7449,,3.049579620361328,
,1.0200423204878048e-05,7450,,,
52,,7450,,0.6895793080329895,
,1.0200423204878048e-05,7451,,,
52,,7451,,1.666496753692627,
,1.0200423204878048e-05,7452,,,
52,,7452,,1.4705708026885986,
,1.0200423204878048e-05,7453,,,
52,,7453,,1.0460102558135986,
,1.0200423204878048e-05,7454,,,
52,,7454,,1.9372928142547607,
,1.0200423204878048e-05,7455,,,
52,,7455,,2.4178764820098877,
,1.0200423204878048e-05,7456,,,
52,,7456,,3.9279677867889404,
,1.0200423204878048e-05,7457,,,
52,,7457,,3.5030791759490967,
,1.0200423204878048e-05,7458,,,
52,,7458,,4.4405107498168945,
,1.0200423204878048e-05,7459,,,
52,,7459,,1.9333646297454834,
,1.0200423204878048e-05,7460,,,
52,,7460,,0.7448275089263916,
,1.0200423204878048e-05,7461,,,
52,,7461,,3.872000217437744,
,1.0200423204878048e-05,7462,,,
52,,7462,,1.5696676969528198,
,1.0200423204878048e-05,7463,,,
52,,7463,,2.9492976665496826,
,1.0200423204878048e-05,7464,,,
52,,7464,,1.4987890720367432,
,1.0200423204878048e-05,7465,,,
52,,7465,,4.064377784729004,
,1.0200423204878048e-05,7466,,,
52,,7466,,3.1631269454956055,
,1.0200423204878048e-05,7467,,,
52,,7467,,2.9296140670776367,
,1.0200423204878048e-05,7468,,,
52,,7468,,2.614777088165283,
,1.0200423204878048e-05,7469,,,
52,,7469,,3.7212204933166504,
,1.0200423204878048e-05,7470,,,
52,,7470,,4.548041343688965,
,1.0200423204878048e-05,7471,,,
52,,7471,,3.0244998931884766,
,1.0200423204878048e-05,7472,,,
52,,7472,,2.090954065322876,
,1.0200423204878048e-05,7473,,,
52,,7473,,1.7873578071594238,
,1.0200423204878048e-05,7474,,,
52,,7474,,2.289397716522217,
,1.0200423204878048e-05,7475,,,
52,,7475,,3.0152533054351807,
,1.0200423204878048e-05,7476,,,
52,,7476,,1.0659842491149902,
,1.0200423204878048e-05,7477,,,
52,,7477,,0.8427258729934692,
,1.0200423204878048e-05,7478,,,
52,,7478,,2.9656760692596436,
,1.0200423204878048e-05,7479,,,
52,,7479,,0.9212888479232788,
,1.0200423204878048e-05,7480,,,
52,,7480,,0.9450509548187256,
,1.0200423204878048e-05,7481,,,
52,,7481,,1.2916024923324585,
,1.0200423204878048e-05,7482,,,
52,,7482,,1.6127971410751343,
,1.0200423204878048e-05,7483,,,
52,,7483,,2.0983667373657227,
,1.0200423204878048e-05,7484,,,
52,,7484,,1.5179228782653809,
,1.0200423204878048e-05,7485,,,
52,,7485,,1.940239429473877,
,1.0200423204878048e-05,7486,,,
52,,7486,,2.226306676864624,
,1.0200423204878048e-05,7487,,,
52,,7487,,2.1439430713653564,
,1.0200423204878048e-05,7488,,,
52,,7488,,1.394084095954895,
,1.0200423204878048e-05,7489,,,
52,,7489,,0.9879340529441833,
,1.0200423204878048e-05,7490,,,
52,,7490,,3.4866836071014404,
,1.0200423204878048e-05,7491,,,
52,,7491,,0.32608914375305176,
,1.0200423204878048e-05,7492,,,
52,,7492,,2.6260392665863037,
,1.0200423204878048e-05,7493,,,
52,,7493,,1.326806664466858,
,1.0200423204878048e-05,7494,,,
52,,7494,,0.7811563014984131,
,1.0200423204878048e-05,7495,,,
52,,7495,,1.277695655822754,
,1.0200423204878048e-05,7496,,,
52,,7496,,1.6938363313674927,
,1.0200423204878048e-05,7497,,,
52,,7497,,2.184621810913086,
,1.0200423204878048e-05,7498,,,
52,,7498,,2.105755090713501,
,1.0200423204878048e-05,7499,,,
52,,7499,,1.4849708080291748,
,1.0200423204878048e-05,7500,,,
52,,7500,,2.9143667221069336,
,1.0200423204878048e-05,7501,,,
52,,7501,,1.7285877466201782,
,1.0200423204878048e-05,7502,,,
52,,7502,,1.4116122722625732,
,1.0200423204878048e-05,7503,,,
52,,7503,,0.8229799866676331,
,1.0200423204878048e-05,7504,,,
52,,7504,,1.3169244527816772,
,1.0200423204878048e-05,7505,,,
52,,7505,,2.5253117084503174,
,1.0200423204878048e-05,7506,,,
52,,7506,,1.6419659852981567,
,1.0200423204878048e-05,7507,,,
52,,7507,,2.07130765914917,
,1.0200423204878048e-05,7508,,,
52,,7508,,1.806715488433838,
,1.0200423204878048e-05,7509,,,
52,,7509,,1.1405819654464722,
,1.0200423204878048e-05,7510,,,
52,,7510,,1.572975516319275,
,1.0200423204878048e-05,7511,,,
52,,7511,,1.717437505722046,
,1.0200423204878048e-05,7512,,,
52,,7512,,1.7233269214630127,
,1.0200423204878048e-05,7513,,,
52,,7513,,1.1963268518447876,
,1.0200423204878048e-05,7514,,,
52,,7514,,1.4117411375045776,
,1.0200423204878048e-05,7515,,,
52,,7515,,2.6855521202087402,
,1.0200423204878048e-05,7516,,,
52,,7516,,2.2758634090423584,
,1.0200423204878048e-05,7517,,,
52,,7517,,2.500464677810669,
,1.0200423204878048e-05,7518,,,
52,,7518,,1.0489776134490967,
,1.0200423204878048e-05,7519,,,
52,,7519,,2.742260694503784,
,1.0200423204878048e-05,7520,,,
52,,7520,,2.494450807571411,
,1.0200423204878048e-05,7521,,,
52,,7521,,1.093098759651184,
,1.0200423204878048e-05,7522,,,
52,,7522,,2.203782081604004,
,1.0200423204878048e-05,7523,,,
52,,7523,,3.4510371685028076,
,1.0200423204878048e-05,7524,,,
52,,7524,,3.227808952331543,
,1.0200423204878048e-05,7525,,,
52,,7525,,2.4671387672424316,
,1.0200423204878048e-05,7526,,,
52,,7526,,2.6100213527679443,
,1.0200423204878048e-05,7527,,,
52,,7527,,1.795246958732605,
,1.0200423204878048e-05,7528,,,
52,,7528,,2.1342549324035645,
,1.0200423204878048e-05,7529,,,
52,,7529,,1.7873990535736084,
,1.0200423204878048e-05,7530,,,
52,,7530,,2.20318865776062,
,1.0200423204878048e-05,7531,,,
52,,7531,,2.2018752098083496,
,1.0200423204878048e-05,7532,,,
52,,7532,,1.896729826927185,
,1.0200423204878048e-05,7533,,,
52,,7533,,0.660085916519165,
,1.0200423204878048e-05,7534,,,
52,,7534,,3.3047261238098145,
,1.0200423204878048e-05,7535,,,
52,,7535,,1.9637788534164429,
,1.0200423204878048e-05,7536,,,
52,,7536,,0.9738937020301819,
,1.0200423204878048e-05,7537,,,
52,,7537,,1.1090610027313232,
,1.0200423204878048e-05,7538,,,
52,,7538,,2.8791985511779785,
,1.0200423204878048e-05,7539,,,
52,,7539,,1.1510621309280396,
,1.0200423204878048e-05,7540,,,
52,,7540,,2.4251880645751953,
,1.0200423204878048e-05,7541,,,
52,,7541,,2.384167432785034,
,1.0200423204878048e-05,7542,,,
52,,7542,,3.8769607543945312,
,1.0200423204878048e-05,7543,,,
52,,7543,,1.1345713138580322,
,1.0200423204878048e-05,7544,,,
52,,7544,,2.468317747116089,
,1.0200423204878048e-05,7545,,,
52,,7545,,1.2911298274993896,
,1.0200423204878048e-05,7546,,,
52,,7546,,1.8245214223861694,
,1.0200423204878048e-05,7547,,,
52,,7547,,3.0267395973205566,
,1.0200423204878048e-05,7548,,,
52,,7548,,0.7883596420288086,
,1.0200423204878048e-05,7549,,,
52,,7549,,1.526832938194275,
,1.0200423204878048e-05,7550,,,
52,,7550,,0.998161792755127,
,1.0200423204878048e-05,7551,,,
52,,7551,,2.3855645656585693,
,1.0200423204878048e-05,7552,,,
52,,7552,,1.454936146736145,
,1.0200423204878048e-05,7553,,,
52,,7553,,1.337777853012085,
,1.0200423204878048e-05,7554,,,
52,,7554,,2.148557186126709,
,1.0200423204878048e-05,7555,,,
52,,7555,,0.37242937088012695,
,1.0200423204878048e-05,7556,,,
52,,7556,,2.8466274738311768,
,1.0200423204878048e-05,7557,,,
52,,7557,,1.542464256286621,
,1.0200423204878048e-05,7558,,,
52,,7558,,2.558573007583618,
,1.0200423204878048e-05,7559,,,
52,,7559,,1.8934227228164673,
,1.0200423204878048e-05,7560,,,
52,,7560,,0.8091714382171631,
,1.0200423204878048e-05,7561,,,
52,,7561,,2.475858211517334,
,1.0200423204878048e-05,7562,,,
52,,7562,,1.7130764722824097,
,1.0200423204878048e-05,7563,,,
52,,7563,,1.283381700515747,
,1.0200423204878048e-05,7564,,,
52,,7564,,2.2692182064056396,
,1.0200423204878048e-05,7565,,,
52,,7565,,1.6326450109481812,
,1.0200423204878048e-05,7566,,,
52,,7566,,1.3255952596664429,
,1.0200423204878048e-05,7567,,,
52,,7567,,1.2440855503082275,
,1.0200423204878048e-05,7568,,,
52,,7568,,1.9443185329437256,
,1.0200423204878048e-05,7569,,,
52,,7569,,1.9065501689910889,
,1.0200423204878048e-05,7570,,,
52,,7570,,1.950523018836975,
,1.0200423204878048e-05,7571,,,
52,,7571,,1.0706251859664917,
,1.0200423204878048e-05,7572,,,
52,,7572,,1.412213683128357,
,1.0200423204878048e-05,7573,,,
52,,7573,,0.577921450138092,
,1.0200423204878048e-05,7574,,,
52,,7574,,0.8951833844184875,
,1.0200423204878048e-05,7575,,,
52,,7575,,1.4682544469833374,
,1.0200423204878048e-05,7576,,,
52,,7576,,2.779100179672241,
,1.0200423204878048e-05,7577,,,
52,,7577,,1.5499180555343628,
,1.0200423204878048e-05,7578,,,
52,,7578,,1.979004144668579,
52,,7578,,,2.282304048538208
52,,7578,1.964498519897461,,
,1.0038449310724505e-05,7579,,,
53,,7579,,2.0989701747894287,
,1.0038449310724505e-05,7580,,,
53,,7580,,2.064352512359619,
,1.0038449310724505e-05,7581,,,
53,,7581,,2.66489315032959,
,1.0038449310724505e-05,7582,,,
53,,7582,,1.7268869876861572,
,1.0038449310724505e-05,7583,,,
53,,7583,,2.2760751247406006,
,1.0038449310724505e-05,7584,,,
53,,7584,,1.501358151435852,
,1.0038449310724505e-05,7585,,,
53,,7585,,2.802661418914795,
,1.0038449310724505e-05,7586,,,
